"P18","MariaDB 10","Unlimited","MyISAM storage limits: 256 TB; Innodb storage limits: 64 TB; Aria storage limits: ???","64 KB","4,096","4 GB (longtext, longblob)","64 KB (text)","64 bits","1000","9999","64"
"P19","Microsoft Access (JET)","2 GB","2 GB","16 MB","255","64 KB (memo field), 1 GB (""OLE Object"" field)","255 B (text field)","32 bits","0100","9999","64"
"P20","Microsoft Visual Foxpro","Unlimited","2 GB","65,500 B","255","2 GB","16 MB","32 bits","0001","9999","10"
"P21","Microsoft SQL Server","524,272 TB (32 767 files * 16 TB max file size)","524,272 TB","8,060 bytes (Unlimited)","30,000","2 GB","2 GB","126 bits","0001","9999","128"
"P22","Microsoft SQL Server Compact (Embedded Database)","4 GB","4 GB","8,060 bytes","1024","2 GB","4000","154 bits","0001","9999","128"
"P23","MonetDB","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","64 bits","0","9999-12-31","?"
"P24","MySQL 5","Unlimited","MyISAM storage limits: 256 TB; Innodb storage limits: 64 TB","64 KB","4,096","4 GB (longtext, longblob)","64 KB (text)","64 bits","1000","9999","64"
"P25","OpenLink Virtuoso","32 TB per instance (Unlimited via elastic cluster)","DB size (or 32 TB)","4 KB","200","2 GB","2 GB","2","0","9999","100"
"P26","Oracle","Unlimited (4 GB * block size per tablespace)","4 GB * block size (with BIGFILE tablespace)","8 KB","1,000","128 TB","32,767 B","126 bits","−4712","9999","30"
"P27","Pervasive PSQL","4 billion objects","256 GB","2 GB","1,536","2 GB","8,000 bytes","64 bits","01-01-0001","12-31-9999","128 bytes"
"P28","Polyhedra","Limited by available RAM, address space","2 rows","Unlimited","65,536","4 GB (subject to RAM)","4 GB (subject to RAM)","64 bits","0001-01-01","8000-12-31","255"
"P29","PostgreSQL","Unlimited","32 TB","1.6 TB","250–1600 depending on type","1 GB (text, bytea) - stored inline or 4 TB (stored in pg_largeobject)","1 GB","Unlimited","−4,713","5,874,897","63"
"P30","RDM Embedded","Unlimited","2-1 rows","32 KB","1,000","4 GB","char: 256, varchar: 4 KB","64 bits","0001-01-01","11758978-12-31","31"
"P31","RDM Server","Unlimited","2-1 rows","32 KB","32,768","Unlimited","32 KB","64 bits","0001-01-01","11758978-12-31","32"
"P32","ScimoreDB","Unlimited","16 EB","8,050 B","255","16 TB","8,000 B","64 bits","?","?","?"
"P33","solidDB","256 TB","256 TB","32 KB + BLOB data","Limited by row size","4 GB","4 GB","64 bits","-32768-01-01","32767-12-31","254"
"P34","SQL Anywhere","104 TB (13 files, each file up to 8 TB (32 KB pages))","Limited by file size","Limited by file size","45,000","2 GB","2 GB","64 bits","0001-01-01","9999-12-31","?"
"P35","SQLite","128 TB (2 pages * 64 KB max page size)","Limited by file size","Limited by file size","32,767","2 GB","2 GB","64 bits","No DATE type","No DATE type","Unlimited"
"P36","Teradata","Unlimited","Unlimited","64 KB wo/lobs (64 GB w/lobs)","2,048","2 GB","10,000","64 bits","?","9999-12-31  Select 80991231 (date);","30"
"P37","UniVerse","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited"
"P38","","Max DB size","Max table size","Max row size","Max columns per row","Max Blob/Clob size","Max CHAR size","Max NUMBER size","Min DATE value","Max DATE value","Max column name size"
"P40","","","","","","","","","","",""
